text,intent,source,group,n_tokens
I study electrical. I want to change my project credits for semester 6. Thank you.,academic_registration,template,academic_registration::I want to change my {course} for {term}.,15
How do I get a change of exam centre for the supplementary exam?,examinations,template,examinations::How do I get a change of exam centre for the {exam}?,13
How is attendance calculated for the semester? I am in second year.,attendance,template,attendance::How is attendance calculated for the semester?,12
I have not received my RFID access card yet even after two months.,id_cards,template,id_cards::I have not received my {card} yet even after {duration}.,13
"madam, how do i renew my post-matric scholarhip for next year",scholarships,augmented,scholarships::How do I renew my {sch} for next year?,11
How can I get my duplicate marksheet?,transcripts,template,transcripts::How can I get my {doc}?,7
How do I switch from biotech to another branch?,academic_registration,template,academic_registration::How do I switch from {branch} to another branch?,9
wat documents are required for a bonafide cert?,certificates,augmented,certificates::What documents are required for a {cert}?,8
I study mechanical. How do I renew my post-matric scholarship for next year?,scholarships,template,scholarships::How do I renew my {sch} for next year?,13
Who signs the provisional degree certificate?,certificates,template,certificates::Who signs the {cert}?,6
Will there be a hike in the semester fee next year? Any help is appreciated.,fees,template,fees::Will there be a hike in the {fee} next year?,15
"As a second year student, are calculators allowed in the supplementary exam? Kindly guide me.",examinations,template,examinations::Are calculators allowed in the {exam}?,15
My registration for semester 5 is stuck at pending approval from the faculty advisor.,academic_registration,template,academic_registration::My registration for {term} is stuck at pending approval from the faculty advisor.,14
Is the Aadhaar card mandatory for the minority scholarship?,scholarships,template,scholarships::Is the {sdoc} mandatory for the {sch}?,9
when did camus die,out_of_scope,clinc150,clinc::when did camus die,4
"My freeship application was rejected, how do I appeal?",scholarships,template,"scholarships::My {sch} application was rejected, how do I appeal?",9
I need my degree transcript sent to WES.,transcripts,template,transcripts::I need my {doc} sent to {dest}.,8
"The minor program is full, can I be added to the waitlist?",academic_registration,template,"academic_registration::The {course} is full, can I be added to the waitlist?",12
"Excuse me, will there be a hike in the sem fee next year?",fees,augmented,fees::Will there be a hike in the {fee} next year?,13
"hi, i am from civil. is attnd mandatory for physics lab sessions",attendance,augmented,attendance::Is attendance mandatory for {subject} lab sessions?,12
Is the income certificate mandatory for the girl child scholarship?,scholarships,template,scholarships::Is the {sdoc} mandatory for the {sch}?,10
"I need a duplicate marksheet for WES, what is the procedure?",transcripts,template,"transcripts::I need a {doc} for {dest}, what is the procedure?",11
"Hello, when will the post-matric scholarship amount be credited?",scholarships,template,scholarships::When will the {sch} amount be credited?,9
What documents are required for the fee waiver?,scholarships,template,scholarships::What documents are required for the {sch}?,8
"Hello, how do I request a degree certificate for a hostel application?",certificates,template,certificates::How do I request a {cert} for {purpose}?,12
Where can I download the receipt for the library fee?,fees,template,fees::Where can I download the receipt for the {fee}?,10
I study electrical. I was absent because of a sports event. Can my attendance be adjusted?,attendance,template,attendance::I was absent because of {reason}. Can my attendance be adjusted?,16
What is the seating arrangement for the end semester exam?,examinations,template,examinations::What is the seating arrangement for the {exam}?,10
what is the largest state in the us,out_of_scope,clinc150,clinc::what is the largest state in the us,8
the protal shows me absent although i was present in data structures class,attendance,augmented,attendance::The portal shows me absent although I was present in {subject} class.,13
When wil the timetable for the makeup exam be released? It is urgent.,examinations,augmented,examinations::When will the timetable for the {exam} be released?,13
I am a faculty member in civil. When will my provisional transcript be dispatched to a graduate school in the US?,transcripts,template,transcripts::When will my {doc} be dispatched to {dest}?,21
"Quick question: my sports scholarship application was rejected, how do I appeal?",scholarships,template,"scholarships::My {sch} application was rejected, how do I appeal?",12
what's the best price on super smash bros ultimate right now,out_of_scope,clinc150,clinc::what's the best price on super smash bros ultimate right now,11
What is the last date to apply for a character certificate? Any help is appreciated.,certificates,template,certificates::What is the last date to apply for a {cert}?,15
"Hi, I want to change to a room in the girls hostel. I am in first year.",hostel,template,hostel::I want to change to a {room}.,17
What is the process to apply for a provisional transcript? Thanks.,transcripts,template,transcripts::What is the process to apply for a {doc}?,11
My registration for semester 6 is stuck at pending approval from the faculty advisor. Thank you.,academic_registration,template,academic_registration::My registration for {term} is stuck at pending approval from the faculty advisor.,16
